mr,ref,score
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no]","Fitzbillies is not a children friendly English coffee shop.  The customer rating is 1 out of 5, as well as having a very high price range.  If you are interested, it is located in riverside.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no]",By the riverside is an expensive coffee shop called Fitzbillies that provides English food. Its customer rating is 1 out of 5 and children are prohibited.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no]","Fitzbillies is not a children friendly English coffee shop.  The customer rating is 1 out of 5, as well as having a very high price range.  If you are interested, it is located in riverside.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no]",The Fitzbillies coffee shop which sells English food is located in the city centre.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes]","Fitzbillies is a coffee shop that sells English food, Its high priced and is children-friendly and customers Rated it average.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no]",There is a high-end riverside coffee shop called Fitzbillies which serves English food. It has an average customer rating but is not suitable for children.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes]","Fitzbillies coffee shop is family-friendly, and serves good basic food. Although not the cheapest venue, it is not too far from Cambridge City centre and has had some good reviews.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes]","There is an English coffee shop in Riverside that has an average customer rating, is kid-friendly and is expensive called Fitzbillies.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes]","Fitzbillies says that there is a children friendly coffee shop with average English food in Riverside, but is a bit pricey.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes]","Although not the cheapest place, the family-friendly Fitzbillies coffee shop is worth a try for good plain meals not too far from Cambridge's City centre. Children are welcome.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes]",Fitzbillies is a family-friendly coffee shop that serves English food in the city centre. It has a price range of less than £20 and also has a low customer rating.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes]","Fitzbillies is a family-friendly coffee shop located in the city centre, which has a price range is less than £20, but yet the customer rating is low.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes]","Fitzbillies is a family-friendly coffee shop located in the city centre, which has a price range is less than £20, but yet the customer rating is low.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no]",Fitzbillies is a low-priced coffee shop in the city centre that serves British food.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no]",Fitzbillies is a coffee shop with cheap English food that is a childless atmosphere located in the riverside area with low customer ratings.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes]","Fitzbillies, a family Friendly, average priced low rating, coffee shop that serves English food in the Riverside area.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes]",Fitzbillies is a coffee shop in the city centre that serves English food.  They are cheap and are rated 1 out of 5.  They are family friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes]",Fitzbillies is a British coffee shop that offers breakfast at a low price. They are family friendly and have a rating of 1 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes]",Fitzbillies is a family friendly coffee shop that have a low custom. They are located near riverside and server English Food also coffee. Their prices are at the range of 20 below.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes]","In the city centre you will find Fitzbillies, a kid friendly English coffee shop that has a rating of 1 out of 5.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no]","If you're looking for a kid free, moderately priced English coffee shop, check out Fitzbillies. Located by the riverside, customers have rated it 1 out of 5.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no]","The coffee shop located in riverside that provides English food is called Fitzbillies. It is in the moderate price range, is not kids friendly, and has a customer rating 1 out of 5.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no]","Located on the riverside is Fitzbillies, rated 1 out of 5 is a coffee shop that serves moderately priced, kid friendly English food.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no]","Fitzbillies is a coffee shop that provides English food in the moderate price range. It is located in riverside, with a customer rating 1 out of 5 and is not kids friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no]",Fitzbillies is a moderately priced coffee shop that served kid friendly English food that is rated 1 out of 5 and is located on the riverside.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies  is a moderate price range coffee shop by the riverside  that serves English food, is kid friendly and has a customer rating of 1 out of 5.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes]","Child friendly and moderately priced, Fitzbillies is a 1 out of 5 customer rated coffee shop that serves English food. It is located in riverside.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no]","Fitzbillies is a moderately-priced coffee shop which serves English food. It is located in the city centre. However, kids are not allowed.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes]","There is a coffee shop that does English food called Fitzbillies, with a moderate price range and customer rating of 3 out of 5, also very child friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no]","Fitzbillies, a moderately priced coffee shop in Riverside that serves English food and is not kid friendly, received 3 out of 5 points.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes]",There is a medium price range for families which is Fitzbillies coffee shop.,1
